,RaceName,Sex,AgeGroup,CountyName,CommunicationType,CampaignType,Count
7740,Hispanic,M,30-44,Gratiot,call,lpv,60
7741,Hispanic,M,30-44,Gratiot,text,lpv,126
7742,Hispanic,M,30-44,Hillsdale,call,lpv,16
7743,Hispanic,M,30-44,Hillsdale,text,lpv,20
7744,Hispanic,M,30-44,Houghton,call,lpv,3
7745,Hispanic,M,30-44,Houghton,text,lpv,14
7746,Hispanic,M,30-44,Huron,call,lpv,2
7747,Hispanic,M,30-44,Huron,text,lpv,3
7748,Hispanic,M,30-44,Ingham,call,lpv,536
7749,Hispanic,M,30-44,Ingham,mail,lpv,1182
7750,Hispanic,M,30-44,Ingham,postcards,lpv,6
7751,Hispanic,M,30-44,Ingham,text,lpv,4697
7752,Hispanic,M,30-44,Ingham,text,scomi,579
7753,Hispanic,M,30-44,Ionia,call,lpv,44
7754,Hispanic,M,30-44,Ionia,text,lpv,100
7755,Hispanic,M,30-44,Iosco,call,lpv,4
7756,Hispanic,M,30-44,Iosco,mail,lpv,1
7757,Hispanic,M,30-44,Iosco,text,lpv,7
7758,Hispanic,M,30-44,Iron,text,lpv,1
7759,Hispanic,M,30-44,Isabella,call,lpv,55
7760,Hispanic,M,30-44,Isabella,mail,lpv,30
7761,Hispanic,M,30-44,Isabella,text,lpv,214
7762,Hispanic,M,30-44,Isabella,text,scomi,16
7763,Hispanic,M,30-44,Jackson,call,lpv,94
7764,Hispanic,M,30-44,Jackson,text,lpv,193
7765,Hispanic,M,30-44,Kalamazoo,call,lpv,245
7766,Hispanic,M,30-44,Kalamazoo,mail,lpv,334
7767,Hispanic,M,30-44,Kalamazoo,text,lpv,1560
7769,Hispanic,M,30-44,Kalamazoo,text,scomi,135
7770,Hispanic,M,30-44,Kalkaska,call,lpv,4
7771,Hispanic,M,30-44,Kent,call,lpv,1697
7772,Hispanic,M,30-44,Kent,mail,lpv,1431
7773,Hispanic,M,30-44,Kent,postcards,lpv,11
7774,Hispanic,M,30-44,Kent,text,lpv,7781
7775,Hispanic,M,30-44,Kent,text,scomi,613
7776,Hispanic,M,30-44,Lake,text,lpv,2
7777,Hispanic,M,30-44,Lapeer,call,lpv,57
7778,Hispanic,M,30-44,Lapeer,text,lpv,117
7779,Hispanic,M,30-44,Lapeer,text,oakland,1
7780,Hispanic,M,30-44,Lapeer,text,scomi,1
7781,Hispanic,M,30-44,Leelanau,call,lpv,21
7782,Hispanic,M,30-44,Leelanau,text,lpv,49
7783,Hispanic,M,30-44,Lenawee,call,lpv,227
7784,Hispanic,M,30-44,Lenawee,mail,lpv,17
7785,Hispanic,M,30-44,Lenawee,text,lpv,561
7786,Hispanic,M,30-44,Lenawee,text,scomi,1
7787,Hispanic,M,30-44,Livingston,call,lpv,83
7788,Hispanic,M,30-44,Livingston,text,lpv,134
7789,Hispanic,M,30-44,Livingston,text,oakland,1
7790,Hispanic,M,30-44,Livingston,text,scomi,2
7791,Hispanic,M,30-44,Macomb,call,lpv,427
7792,Hispanic,M,30-44,Macomb,mail,lpv,428
7793,Hispanic,M,30-44,Macomb,mail,oakland,29
7794,Hispanic,M,30-44,Macomb,phone,oakland,4
7796,Hispanic,M,30-44,Macomb,text,lpv,1910
7797,Hispanic,M,30-44,Macomb,text,oakland,25
7799,Hispanic,M,30-44,Macomb,text,scomi,211
7800,Hispanic,M,30-44,Manistee,call,lpv,9
7801,Hispanic,M,30-44,Manistee,text,lpv,16
7802,Hispanic,M,30-44,Marquette,call,lpv,11
7803,Hispanic,M,30-44,Marquette,mail,lpv,20
7804,Hispanic,M,30-44,Marquette,text,lpv,49
7805,Hispanic,M,30-44,Marquette,text,scomi,5
7806,Hispanic,M,30-44,Mason,call,lpv,24
7807,Hispanic,M,30-44,Mason,text,lpv,48
7808,Hispanic,M,30-44,Mecosta,call,lpv,15
7809,Hispanic,M,30-44,Mecosta,text,lpv,34
7810,Hispanic,M,30-44,Menominee,call,lpv,1
7811,Hispanic,M,30-44,Menominee,text,lpv,1
7812,Hispanic,M,30-44,Midland,call,lpv,43
7813,Hispanic,M,30-44,Midland,mail,lpv,1
7814,Hispanic,M,30-44,Midland,text,lpv,70
7815,Hispanic,M,30-44,Missaukee,call,lpv,5
7816,Hispanic,M,30-44,Missaukee,text,lpv,8
7817,Hispanic,M,30-44,Monroe,call,lpv,140
7818,Hispanic,M,30-44,Monroe,mail,lpv,6
7819,Hispanic,M,30-44,Monroe,postcards,lpv,1
7820,Hispanic,M,30-44,Monroe,text,lpv,318
7821,Hispanic,M,30-44,Montcalm,call,lpv,28
7822,Hispanic,M,30-44,Montcalm,text,lpv,56
7823,Hispanic,M,30-44,Montmorency,call,lpv,4
7824,Hispanic,M,30-44,Montmorency,text,lpv,6
7825,Hispanic,M,30-44,Muskegon,call,lpv,226
7826,Hispanic,M,30-44,Muskegon,mail,lpv,128
7827,Hispanic,M,30-44,Muskegon,postcards,lpv,2
7828,Hispanic,M,30-44,Muskegon,text,lpv,1143
7829,Hispanic,M,30-44,Muskegon,text,scomi,52
7830,Hispanic,M,30-44,Newaygo,call,lpv,73
7831,Hispanic,M,30-44,Newaygo,mail,lpv,1
7832,Hispanic,M,30-44,Newaygo,postcards,lpv,5
7833,Hispanic,M,30-44,Newaygo,text,lpv,149
7834,Hispanic,M,30-44,Oakland,call,lpv,11
7835,Hispanic,M,30-44,Oakland,call,oakland,119
7836,Hispanic,M,30-44,Oakland,mail,lpv,593
7837,Hispanic,M,30-44,Oakland,mail,oakland,1327
7838,Hispanic,M,30-44,Oakland,phone,oakland,123
7840,Hispanic,M,30-44,Oakland,postcards,lpv,8
7841,Hispanic,M,30-44,Oakland,text,lpv,1322
7842,Hispanic,M,30-44,Oakland,text,oakland,1994
7845,Hispanic,M,30-44,Oakland,text,scomi,43
7846,Hispanic,M,30-44,Oceana,call,lpv,56
7847,Hispanic,M,30-44,Oceana,text,lpv,120
7848,Hispanic,M,30-44,Ogemaw,text,lpv,1
7849,Hispanic,M,30-44,Osceola,call,lpv,3
7850,Hispanic,M,30-44,Osceola,text,lpv,6
7851,Hispanic,M,30-44,Oscoda,call,lpv,4
7852,Hispanic,M,30-44,Oscoda,text,lpv,6
7853,Hispanic,M,30-44,Otsego,call,lpv,2
7854,Hispanic,M,30-44,Otsego,text,lpv,1
7855,Hispanic,M,30-44,Ottawa,call,lpv,789
7856,Hispanic,M,30-44,Ottawa,mail,lpv,975
7857,Hispanic,M,30-44,Ottawa,postcards,lpv,9
7858,Hispanic,M,30-44,Ottawa,text,lpv,4338
7859,Hispanic,M,30-44,Ottawa,text,scomi,405
7860,Hispanic,M,30-44,Presque Isle,call,lpv,2
7861,Hispanic,M,30-44,Roscommon,text,lpv,1
7862,Hispanic,M,30-44,Saginaw,call,lpv,466
7863,Hispanic,M,30-44,Saginaw,mail,lpv,560
7864,Hispanic,M,30-44,Saginaw,text,lpv,3675
7866,Hispanic,M,30-44,Saginaw,text,scomi,294
7867,Hispanic,M,30-44,Sanilac,call,lpv,19
7868,Hispanic,M,30-44,Sanilac,text,lpv,31
7869,Hispanic,M,30-44,Shiawassee,call,lpv,26
7870,Hispanic,M,30-44,Shiawassee,mail,lpv,2
7871,Hispanic,M,30-44,Shiawassee,text,lpv,59
7872,Hispanic,M,30-44,St. Clair,call,lpv,68
7873,Hispanic,M,30-44,St. Clair,mail,lpv,78
7874,Hispanic,M,30-44,St. Clair,postcards,lpv,1
7875,Hispanic,M,30-44,St. Clair,text,lpv,377
7876,Hispanic,M,30-44,St. Clair,text,scomi,48
7877,Hispanic,M,30-44,St. Joseph,call,lpv,75
7878,Hispanic,M,30-44,St. Joseph,postcards,lpv,7
7879,Hispanic,M,30-44,St. Joseph,text,lpv,160
7880,Hispanic,M,30-44,St. Joseph,text,scomi,4
7881,Hispanic,M,30-44,Tuscola,call,lpv,14
7882,Hispanic,M,30-44,Tuscola,text,lpv,19
7883,Hispanic,M,30-44,Tuscola,text,scomi,1
7884,Hispanic,M,30-44,Van Buren,call,lpv,204
7885,Hispanic,M,30-44,Van Buren,text,lpv,443
7886,Hispanic,M,30-44,Van Buren,text,scomi,2
7887,Hispanic,M,30-44,Washtenaw,call,lpv,363
7888,Hispanic,M,30-44,Washtenaw,mail,lpv,573
7889,Hispanic,M,30-44,Washtenaw,postcards,lpv,9
7890,Hispanic,M,30-44,Washtenaw,text,lpv,2432
7891,Hispanic,M,30-44,Washtenaw,text,oakland,1
7892,Hispanic,M,30-44,Washtenaw,text,scomi,208
7893,Hispanic,M,30-44,Wayne,call,lpv,1835
7894,Hispanic,M,30-44,Wayne,mail,lpv,1675
7895,Hispanic,M,30-44,Wayne,postcards,lpv,39
7896,Hispanic,M,30-44,Wayne,text,lpv,8566
7897,Hispanic,M,30-44,Wayne,text,oakland,3
7899,Hispanic,M,30-44,Wayne,text,scomi,760
7900,Hispanic,M,30-44,Wexford,call,lpv,8
7901,Hispanic,M,30-44,Wexford,text,lpv,16
7902,Hispanic,M,45-64,Alger,call,lpv,3
7903,Hispanic,M,45-64,Alger,text,lpv,6
7904,Hispanic,M,45-64,Allegan,call,lpv,156
7905,Hispanic,M,45-64,Allegan,mail,lpv,87
7906,Hispanic,M,45-64,Allegan,text,lpv,457
7907,Hispanic,M,45-64,Allegan,text,scomi,33
7908,Hispanic,M,45-64,Alpena,call,lpv,1
7909,Hispanic,M,45-64,Alpena,text,lpv,1
7910,Hispanic,M,45-64,Antrim,call,lpv,12
7911,Hispanic,M,45-64,Antrim,mail,oakland,21
7912,Hispanic,M,45-64,Antrim,text,lpv,21
7913,Hispanic,M,45-64,Antrim,text,oakland,7
7914,Hispanic,M,45-64,Baraga,text,lpv,1
7915,Hispanic,M,45-64,Barry,call,lpv,18
7916,Hispanic,M,45-64,Barry,mail,lpv,1
7917,Hispanic,M,45-64,Barry,text,lpv,26
7918,Hispanic,M,45-64,Bay,call,lpv,114
7919,Hispanic,M,45-64,Bay,mail,lpv,186
7920,Hispanic,M,45-64,Bay,text,lpv,687
7921,Hispanic,M,45-64,Bay,text,scomi,94
7922,Hispanic,M,45-64,Benzie,text,lpv,1
7923,Hispanic,M,45-64,Berrien,call,lpv,132
7924,Hispanic,M,45-64,Berrien,mail,lpv,22
7925,Hispanic,M,45-64,Berrien,text,lpv,425
7926,Hispanic,M,45-64,Berrien,text,scomi,4
7927,Hispanic,M,45-64,Branch,call,lpv,20
7928,Hispanic,M,45-64,Branch,text,lpv,34
7929,Hispanic,M,45-64,Calhoun,call,lpv,119
7930,Hispanic,M,45-64,Calhoun,mail,lpv,170
7931,Hispanic,M,45-64,Calhoun,postcards,lpv,5
7932,Hispanic,M,45-64,Calhoun,text,lpv,731
7933,Hispanic,M,45-64,Calhoun,text,scomi,115
7934,Hispanic,M,45-64,Cass,call,lpv,19
7935,Hispanic,M,45-64,Cass,text,lpv,41
7936,Hispanic,M,45-64,Charlevoix,call,lpv,7
7937,Hispanic,M,45-64,Charlevoix,text,lpv,12
7938,Hispanic,M,45-64,Cheboygan,call,lpv,2
7939,Hispanic,M,45-64,Chippewa,text,lpv,1
7940,Hispanic,M,45-64,Clinton,call,lpv,99
7941,Hispanic,M,45-64,Clinton,mail,lpv,4
7942,Hispanic,M,45-64,Clinton,text,lpv,205
7943,Hispanic,M,45-64,Clinton,text,scomi,4
7944,Hispanic,M,45-64,Crawford,call,lpv,1
7945,Hispanic,M,45-64,Dickinson,call,lpv,1
7946,Hispanic,M,45-64,Dickinson,text,lpv,1
7947,Hispanic,M,45-64,Eaton,call,lpv,170
7948,Hispanic,M,45-64,Eaton,mail,lpv,22
7949,Hispanic,M,45-64,Eaton,postcards,lpv,4
7950,Hispanic,M,45-64,Eaton,text,lpv,470
7951,Hispanic,M,45-64,Eaton,text,scomi,18
7952,Hispanic,M,45-64,Emmet,call,lpv,2
7953,Hispanic,M,45-64,Emmet,text,lpv,2
7954,Hispanic,M,45-64,Genesee,call,lpv,233
7955,Hispanic,M,45-64,Genesee,mail,lpv,209
7956,Hispanic,M,45-64,Genesee,postcards,lpv,9
7957,Hispanic,M,45-64,Genesee,text,lpv,1552
7959,Hispanic,M,45-64,Genesee,text,scomi,169
7960,Hispanic,M,45-64,Gladwin,call,lpv,7
7961,Hispanic,M,45-64,Gladwin,text,lpv,12
7962,Hispanic,M,45-64,Gogebic,text,lpv,1
7963,Hispanic,M,45-64,Grand Traverse,call,lpv,18
7964,Hispanic,M,45-64,Grand Traverse,postcards,lpv,3
7965,Hispanic,M,45-64,Grand Traverse,text,lpv,31
7966,Hispanic,M,45-64,Grand Traverse,text,scomi,1
7967,Hispanic,M,45-64,Gratiot,call,lpv,30
7968,Hispanic,M,45-64,Gratiot,text,lpv,53
7969,Hispanic,M,45-64,Hillsdale,call,lpv,10
7970,Hispanic,M,45-64,Hillsdale,text,lpv,19
7971,Hispanic,M,45-64,Houghton,call,lpv,2
7972,Hispanic,M,45-64,Houghton,text,lpv,2
7973,Hispanic,M,45-64,Ingham,call,lpv,442
7974,Hispanic,M,45-64,Ingham,mail,lpv,932
7975,Hispanic,M,45-64,Ingham,postcards,lpv,8
7976,Hispanic,M,45-64,Ingham,text,lpv,4064
7977,Hispanic,M,45-64,Ingham,text,oakland,1
7978,Hispanic,M,45-64,Ingham,text,scomi,544
7979,Hispanic,M,45-64,Ionia,call,lpv,53
7980,Hispanic,M,45-64,Ionia,text,lpv,117
7981,Hispanic,M,45-64,Iosco,call,lpv,9
7982,Hispanic,M,45-64,Iosco,text,lpv,17
7983,Hispanic,M,45-64,Iron,call,lpv,7
7984,Hispanic,M,45-64,Iron,text,lpv,19
7985,Hispanic,M,45-64,Isabella,call,lpv,40
7986,Hispanic,M,45-64,Isabella,mail,lpv,43
7987,Hispanic,M,45-64,Isabella,text,lpv,187
7988,Hispanic,M,45-64,Isabella,text,scomi,19
7989,Hispanic,M,45-64,Jackson,call,lpv,97
7990,Hispanic,M,45-64,Jackson,text,lpv,217
7991,Hispanic,M,45-64,Kalamazoo,call,lpv,151
7992,Hispanic,M,45-64,Kalamazoo,mail,lpv,186
7993,Hispanic,M,45-64,Kalamazoo,postcards,lpv,3
7994,Hispanic,M,45-64,Kalamazoo,text,lpv,1092
7995,Hispanic,M,45-64,Kalamazoo,text,scomi,97
7996,Hispanic,M,45-64,Kent,call,lpv,1168
7997,Hispanic,M,45-64,Kent,mail,lpv,966
7998,Hispanic,M,45-64,Kent,postcards,lpv,18
7999,Hispanic,M,45-64,Kent,text,lpv,5210
8000,Hispanic,M,45-64,Kent,text,scomi,528
8001,Hispanic,M,45-64,Lake,call,lpv,1
8002,Hispanic,M,45-64,Lake,text,lpv,2
8003,Hispanic,M,45-64,Lapeer,call,lpv,38
8004,Hispanic,M,45-64,Lapeer,text,lpv,79
8005,Hispanic,M,45-64,Leelanau,call,lpv,13
8006,Hispanic,M,45-64,Leelanau,text,lpv,28
8007,Hispanic,M,45-64,Lenawee,call,lpv,227
8008,Hispanic,M,45-64,Lenawee,postcards,lpv,5
8009,Hispanic,M,45-64,Lenawee,text,lpv,549
8010,Hispanic,M,45-64,Lenawee,text,scomi,8
8011,Hispanic,M,45-64,Livingston,call,lpv,70
8012,Hispanic,M,45-64,Livingston,text,lpv,150
8013,Hispanic,M,45-64,Livingston,text,scomi,2
8014,Hispanic,M,45-64,Mackinac,call,lpv,1
8015,Hispanic,M,45-64,Mackinac,text,lpv,2
8016,Hispanic,M,45-64,Macomb,call,lpv,261
8017,Hispanic,M,45-64,Macomb,mail,lpv,330
8018,Hispanic,M,45-64,Macomb,postcards,lpv,3
8019,Hispanic,M,45-64,Macomb,text,lpv,1268
8022,Hispanic,M,45-64,Macomb,text,scomi,188
8023,Hispanic,M,45-64,Manistee,call,lpv,29
8024,Hispanic,M,45-64,Manistee,text,lpv,46
8025,Hispanic,M,45-64,Marquette,mail,lpv,4
8026,Hispanic,M,45-64,Marquette,text,lpv,1
8027,Hispanic,M,45-64,Marquette,text,scomi,4
8028,Hispanic,M,45-64,Mason,call,lpv,36
8029,Hispanic,M,45-64,Mason,text,lpv,68
8030,Hispanic,M,45-64,Mecosta,call,lpv,5
8031,Hispanic,M,45-64,Mecosta,text,lpv,7
8032,Hispanic,M,45-64,Menominee,call,lpv,7
8033,Hispanic,M,45-64,Menominee,text,lpv,12
8034,Hispanic,M,45-64,Midland,call,lpv,18
8035,Hispanic,M,45-64,Midland,mail,lpv,1
8036,Hispanic,M,45-64,Midland,text,lpv,35
8037,Hispanic,M,45-64,Monroe,call,lpv,108
8038,Hispanic,M,45-64,Monroe,text,lpv,236
8039,Hispanic,M,45-64,Monroe,text,scomi,2
8040,Hispanic,M,45-64,Montcalm,call,lpv,31
8041,Hispanic,M,45-64,Montcalm,text,lpv,57
8042,Hispanic,M,45-64,Montcalm,text,scomi,3
8043,Hispanic,M,45-64,Montmorency,call,lpv,1
8044,Hispanic,M,45-64,Muskegon,call,lpv,118
8045,Hispanic,M,45-64,Muskegon,mail,lpv,107
8046,Hispanic,M,45-64,Muskegon,text,lpv,804
8047,Hispanic,M,45-64,Muskegon,text,scomi,79
8048,Hispanic,M,45-64,Newaygo,call,lpv,64
8049,Hispanic,M,45-64,Newaygo,text,lpv,154
8050,Hispanic,M,45-64,Newaygo,text,scomi,2
8051,Hispanic,M,45-64,Oakland,call,oakland,184
8052,Hispanic,M,45-64,Oakland,mail,lpv,699
8053,Hispanic,M,45-64,Oakland,mail,oakland,2022
8054,Hispanic,M,45-64,Oakland,phone,oakland,218
8056,Hispanic,M,45-64,Oakland,postcards,lpv,4
8057,Hispanic,M,45-64,Oakland,text,lpv,1282
8058,Hispanic,M,45-64,Oakland,text,oakland,2096
8061,Hispanic,M,45-64,Oakland,text,scomi,27
8062,Hispanic,M,45-64,Oceana,call,lpv,52
8063,Hispanic,M,45-64,Oceana,mail,lpv,7
8064,Hispanic,M,45-64,Oceana,text,lpv,157
8065,Hispanic,M,45-64,Oceana,text,scomi,9
8066,Hispanic,M,45-64,Ogemaw,call,lpv,8
8067,Hispanic,M,45-64,Ogemaw,text,lpv,19
8068,Hispanic,M,45-64,Osceola,call,lpv,1
8069,Hispanic,M,45-64,Otsego,call,lpv,3
8070,Hispanic,M,45-64,Otsego,text,lpv,6
8071,Hispanic,M,45-64,Ottawa,call,lpv,644
8072,Hispanic,M,45-64,Ottawa,mail,lpv,961
8073,Hispanic,M,45-64,Ottawa,text,lpv,3083
8074,Hispanic,M,45-64,Ottawa,text,scomi,411
8075,Hispanic,M,45-64,Presque Isle,call,lpv,3
8076,Hispanic,M,45-64,Presque Isle,text,lpv,6
8077,Hispanic,M,45-64,Roscommon,postcards,lpv,2
8078,Hispanic,M,45-64,Roscommon,text,lpv,5
8079,Hispanic,M,45-64,Saginaw,call,lpv,462
8080,Hispanic,M,45-64,Saginaw,mail,lpv,614
8081,Hispanic,M,45-64,Saginaw,postcards,lpv,11
8082,Hispanic,M,45-64,Saginaw,text,lpv,3147
8083,Hispanic,M,45-64,Saginaw,text,scomi,322
8084,Hispanic,M,45-64,Sanilac,call,lpv,17
8085,Hispanic,M,45-64,Sanilac,text,lpv,36
8086,Hispanic,M,45-64,Shiawassee,call,lpv,18
8087,Hispanic,M,45-64,Shiawassee,postcards,lpv,5
8088,Hispanic,M,45-64,Shiawassee,text,lpv,44
8089,Hispanic,M,45-64,St. Clair,call,lpv,76
8090,Hispanic,M,45-64,St. Clair,mail,lpv,76
8091,Hispanic,M,45-64,St. Clair,mail,oakland,12
8092,Hispanic,M,45-64,St. Clair,postcards,lpv,2
8093,Hispanic,M,45-64,St. Clair,text,lpv,359
8094,Hispanic,M,45-64,St. Clair,text,oakland,4
8095,Hispanic,M,45-64,St. Clair,text,scomi,49
8096,Hispanic,M,45-64,St. Joseph,call,lpv,39
8097,Hispanic,M,45-64,St. Joseph,text,lpv,93
8098,Hispanic,M,45-64,Tuscola,call,lpv,14
8099,Hispanic,M,45-64,Tuscola,text,lpv,29
8100,Hispanic,M,45-64,Van Buren,call,lpv,156
8101,Hispanic,M,45-64,Van Buren,text,lpv,323
8102,Hispanic,M,45-64,Van Buren,text,scomi,5
8103,Hispanic,M,45-64,Washtenaw,call,lpv,253
8104,Hispanic,M,45-64,Washtenaw,mail,lpv,303
8105,Hispanic,M,45-64,Washtenaw,postcards,lpv,4
8106,Hispanic,M,45-64,Washtenaw,text,lpv,1405
8107,Hispanic,M,45-64,Washtenaw,text,scomi,143
8108,Hispanic,M,45-64,Wayne,call,lpv,1732
8109,Hispanic,M,45-64,Wayne,mail,lpv,1844
8110,Hispanic,M,45-64,Wayne,mail,oakland,4
8112,Hispanic,M,45-64,Wayne,postcards,lpv,33
8113,Hispanic,M,45-64,Wayne,text,lpv,9363
8114,Hispanic,M,45-64,Wayne,text,oakland,5
8116,Hispanic,M,45-64,Wayne,text,scomi,1102
8117,Hispanic,M,45-64,Wexford,call,lpv,13
8118,Hispanic,M,45-64,Wexford,text,lpv,31
8119,Hispanic,M,45-64,Wexford,text,oakland,4
8120,Hispanic,M,65+,Alcona,call,lpv,7
8121,Hispanic,M,65+,Alcona,text,lpv,18
8122,Hispanic,M,65+,Allegan,call,lpv,36
8123,Hispanic,M,65+,Allegan,mail,lpv,6
8124,Hispanic,M,65+,Allegan,postcards,lpv,2
8125,Hispanic,M,65+,Allegan,text,lpv,73
8126,Hispanic,M,65+,Allegan,text,scomi,1
8127,Hispanic,M,65+,Antrim,call,lpv,3
8128,Hispanic,M,65+,Antrim,text,lpv,8
8129,Hispanic,M,65+,Arenac,call,lpv,4
8130,Hispanic,M,65+,Arenac,text,lpv,7
8131,Hispanic,M,65+,Bay,call,lpv,65
8132,Hispanic,M,65+,Bay,mail,lpv,89
8133,Hispanic,M,65+,Bay,postcards,lpv,2
8134,Hispanic,M,65+,Bay,text,lpv,309
8135,Hispanic,M,65+,Bay,text,scomi,47
8136,Hispanic,M,65+,Benzie,call,lpv,1
8137,Hispanic,M,65+,Berrien,call,lpv,28
8138,Hispanic,M,65+,Berrien,mail,lpv,3
8139,Hispanic,M,65+,Berrien,text,lpv,104
8140,Hispanic,M,65+,Berrien,text,scomi,2
8141,Hispanic,M,65+,Branch,call,lpv,7
8142,Hispanic,M,65+,Branch,postcards,lpv,2
8143,Hispanic,M,65+,Branch,text,lpv,15
8144,Hispanic,M,65+,Calhoun,call,lpv,22
8145,Hispanic,M,65+,Calhoun,mail,lpv,35
8146,Hispanic,M,65+,Calhoun,postcards,lpv,4
8147,Hispanic,M,65+,Calhoun,text,lpv,126
8148,Hispanic,M,65+,Calhoun,text,scomi,23
8149,Hispanic,M,65+,Cass,call,lpv,9
8150,Hispanic,M,65+,Cass,postcards,lpv,1
8151,Hispanic,M,65+,Cass,text,lpv,21
8152,Hispanic,M,65+,Chippewa,text,lpv,1
8153,Hispanic,M,65+,Clare,call,lpv,5
8154,Hispanic,M,65+,Clare,postcards,lpv,5
8155,Hispanic,M,65+,Clare,text,lpv,15
8156,Hispanic,M,65+,Clinton,call,lpv,20
8157,Hispanic,M,65+,Clinton,mail,lpv,4
8158,Hispanic,M,65+,Clinton,postcards,lpv,4
8159,Hispanic,M,65+,Clinton,text,lpv,44
8160,Hispanic,M,65+,Clinton,text,scomi,4
8161,Hispanic,M,65+,Dickinson,text,lpv,1
8162,Hispanic,M,65+,Eaton,call,lpv,37
8163,Hispanic,M,65+,Eaton,mail,lpv,22
8164,Hispanic,M,65+,Eaton,postcards,lpv,3
8165,Hispanic,M,65+,Eaton,text,lpv,122
8166,Hispanic,M,65+,Eaton,text,scomi,10
8167,Hispanic,M,65+,Emmet,call,lpv,1
8168,Hispanic,M,65+,Genesee,call,lpv,54
8169,Hispanic,M,65+,Genesee,mail,lpv,73
8170,Hispanic,M,65+,Genesee,postcards,lpv,2
8171,Hispanic,M,65+,Genesee,text,lpv,404
8172,Hispanic,M,65+,Genesee,text,oakland,1
8173,Hispanic,M,65+,Genesee,text,scomi,49
8174,Hispanic,M,65+,Grand Traverse,call,lpv,1
8175,Hispanic,M,65+,Grand Traverse,call,oakland,4
8176,Hispanic,M,65+,Grand Traverse,mail,oakland,8
8177,Hispanic,M,65+,Grand Traverse,postcards,lpv,2
8178,Hispanic,M,65+,Grand Traverse,text,lpv,10
8179,Hispanic,M,65+,Gratiot,call,lpv,49
8180,Hispanic,M,65+,Gratiot,text,lpv,92
8181,Hispanic,M,65+,Hillsdale,call,lpv,3
8182,Hispanic,M,65+,Hillsdale,text,lpv,6
8183,Hispanic,M,65+,Huron,text,lpv,1
8184,Hispanic,M,65+,Ingham,call,lpv,99
8185,Hispanic,M,65+,Ingham,mail,lpv,334
8186,Hispanic,M,65+,Ingham,postcards,lpv,20
8187,Hispanic,M,65+,Ingham,text,lpv,1027
8188,Hispanic,M,65+,Ingham,text,oakland,2
8189,Hispanic,M,65+,Ingham,text,scomi,192
8190,Hispanic,M,65+,Ionia,call,lpv,21
8191,Hispanic,M,65+,Ionia,text,lpv,47
8192,Hispanic,M,65+,Iosco,text,lpv,1
8193,Hispanic,M,65+,Isabella,call,lpv,5
8194,Hispanic,M,65+,Isabella,mail,lpv,5
8195,Hispanic,M,65+,Isabella,text,lpv,13
8196,Hispanic,M,65+,Isabella,text,scomi,1
8197,Hispanic,M,65+,Jackson,call,lpv,25
8198,Hispanic,M,65+,Jackson,text,lpv,61
8199,Hispanic,M,65+,Jackson,text,scomi,3
8200,Hispanic,M,65+,Kalamazoo,call,lpv,53
8201,Hispanic,M,65+,Kalamazoo,mail,lpv,50
8202,Hispanic,M,65+,Kalamazoo,postcards,lpv,2
8203,Hispanic,M,65+,Kalamazoo,text,lpv,195
8204,Hispanic,M,65+,Kalamazoo,text,scomi,7
8205,Hispanic,M,65+,Kalkaska,text,lpv,1
8206,Hispanic,M,65+,Kent,call,lpv,203
8207,Hispanic,M,65+,Kent,mail,lpv,343
8208,Hispanic,M,65+,Kent,postcards,lpv,2
8209,Hispanic,M,65+,Kent,text,lpv,1601
8210,Hispanic,M,65+,Kent,text,scomi,218
8211,Hispanic,M,65+,Lake,call,lpv,6
8212,Hispanic,M,65+,Lake,text,lpv,9
8213,Hispanic,M,65+,Lapeer,call,lpv,20
8214,Hispanic,M,65+,Lapeer,postcards,lpv,2
8215,Hispanic,M,65+,Lapeer,text,lpv,52
8216,Hispanic,M,65+,Leelanau,text,lpv,2
8217,Hispanic,M,65+,Lenawee,call,lpv,94
8218,Hispanic,M,65+,Lenawee,text,lpv,213
8219,Hispanic,M,65+,Lenawee,text,scomi,5
8220,Hispanic,M,65+,Livingston,call,lpv,8
8221,Hispanic,M,65+,Livingston,text,lpv,25
8222,Hispanic,M,65+,Macomb,call,lpv,73
8223,Hispanic,M,65+,Macomb,mail,lpv,124
8224,Hispanic,M,65+,Macomb,postcards,lpv,3
8225,Hispanic,M,65+,Macomb,text,lpv,385
8226,Hispanic,M,65+,Macomb,text,scomi,58
8227,Hispanic,M,65+,Manistee,call,lpv,3
8228,Hispanic,M,65+,Manistee,text,lpv,2
8229,Hispanic,M,65+,Marquette,mail,lpv,2
8230,Hispanic,M,65+,Mason,call,lpv,3
8231,Hispanic,M,65+,Mason,text,lpv,6
8232,Hispanic,M,65+,Mecosta,call,lpv,3
8233,Hispanic,M,65+,Mecosta,text,lpv,7
8234,Hispanic,M,65+,Midland,call,lpv,2
8235,Hispanic,M,65+,Midland,text,lpv,4
8236,Hispanic,M,65+,Monroe,call,lpv,19
8237,Hispanic,M,65+,Monroe,text,lpv,39
8238,Hispanic,M,65+,Montcalm,call,lpv,13
8239,Hispanic,M,65+,Montcalm,postcards,lpv,3
8240,Hispanic,M,65+,Montcalm,text,lpv,21
8241,Hispanic,M,65+,Muskegon,call,lpv,34
8242,Hispanic,M,65+,Muskegon,mail,lpv,50
8243,Hispanic,M,65+,Muskegon,postcards,lpv,6
